Hour,Temperature(°C),Humidity(%),Wind speed (m/s),Visibility (10m),Dew point temperature(°C),Solar Radiation (MJ/m2),Rainfall(mm),Snowfall (cm),Seasons,Holiday,Bikes
0,25.3,53,2.4,2000,15,0,0,0,3,1,1100
0,-1.4,58,1,1880,-8.6,0,0,0,1,1,178
7,10.8,72,0.9,2000,5.9,0.03,0,0,4,1,262
19,21.2,87,2.7,479,18.9,0.01,0,0,4,1,852
6,3.9,43,3.4,2000,-7.5,0,0,0,2,1,235
3,24.8,86,0.2,1354,22.2,0,0,0,3,1,443
17,9.8,28,2.4,1983,-7.8,0.29,0,0,4,1,1269
9,-10.5,38,1.1,1950,-22.1,0.19,0,0,1,1,122
18,2.6,86,1.1,834,0.4,0,0,3.5,4,1,426
13,23.7,44,1.7,1897,10.7,2.35,0,0,2,1,1665
21,-0.9,44,1.2,1871,-11.6,0,0,0,1,1,203
3,2.4,90,1,269,0.9,0,0,0.3,4,1,119
15,10.7,34,4.5,1850,-4.5,2.51,0,0,2,1,758
22,22.7,44,1.5,2000,9.8,0,0,0,3,1,1991
16,5.4,56,2.2,396,-2.6,0.39,0,0,1,1,504
16,23.5,56,2.3,2000,14.2,0.5,0.1,0,3,1,1025
2,25.2,82,0.4,791,21.9,0,0,0,3,1,526
14,-5,31,4,2000,-19.5,2.18,0,0,1,1,196
0,2,96,1.3,1894,1.4,0,2,0,2,1,71
7,5,67,1,1774,-0.6,0.18,0,0,2,1,1049
13,10.9,32,2.1,1581,-5.1,1.85,0,0,4,1,1037
16,13.8,97,0.7,196,13.3,0.12,1.5,0,2,1,34
4,19.8,60,1.9,1364,11.8,0,0,0,2,1,204
18,6.3,25,2,1653,-12.3,0,0,0,4,1,1536
20,3.3,74,2.6,494,-0.8,0,0,0,2,1,586
8,4.5,49,0.4,580,-5.3,0.19,0,0,2,1,424
1,8.6,60,1.1,1416,1.2,0,0,0,4,1,517
17,9.4,85,1.2,2000,6.9,0.07,1.5,0,4,1,535
3,-1.1,83,0.8,237,-3.6,0,0,0,1,1,127
18,19.1,77,2.5,2000,14.9,0.08,0,0,4,1,1786
5,7.6,79,0.3,765,4.1,0,0,0,4,1,110
0,10.5,75,0.3,1800,6.2,0,0,0,4,1,729
10,32.7,43,1.2,2000,18.4,2.31,0,0,3,1,582
8,7.9,63,0.6,2000,1.2,0.3,0,0,4,1,2113
11,8,39,1.2,1783,-5.1,2.26,0,0,2,1,742
21,13.4,56,0.7,758,4.7,0,0,0,4,1,1513
17,-10.9,32,4,2000,-24.4,0.28,0,0.5,1,1,170
0,12.2,59,1.2,1718,4.4,0,0,0,2,1,796
19,12.9,56,2.5,1345,4.3,0,0,0,4,1,1180
3,-11.6,35,3.2,1992,-24,0,0,0,1,1,36
16,-0.1,29,1.6,2000,-16,0.5,0,1.8,1,1,216
3,21.1,96,2.4,866,20.4,0,4.5,0,3,1,23
9,6.4,53,0.7,1486,-2.5,0.21,0,0,4,1,867
1,-7.3,67,1.1,1593,-12.3,0,0,2,1,1,172
17,19.4,63,2.6,1099,12.1,1.61,0,0,2,1,2410
12,1.7,23,1.4,2000,-17.2,1.11,0,0,1,1,449
11,1.2,97,2.3,975,0.7,0.07,0,8.8,4,1,114
0,29.1,77,2.1,1465,24.6,0,0,0,3,1,853
13,17.2,43,2.3,1835,4.4,1.68,0,0,4,1,1106
0,12,96,3.1,1185,11.3,0,18,0,4,1,0
8,24.4,58,0.8,2000,15.5,0.45,0,0,3,1,592
3,1.6,94,0.3,426,0.7,0,0,0,2,1,52
16,-4.2,31,3.5,1974,-18.8,1.42,0,0,1,1,205
0,10,73,0.5,700,5.3,0,0,0,4,1,0
9,5.1,56,1.8,1825,-2.9,0.89,0,0,4,1,996
3,22,83,0.5,684,18.9,0,0,0,3,1,264
16,20.4,25,4.7,1990,-0.3,2.45,0,0,2,1,1945
0,-4.3,38,1.4,2000,-16.5,0,0,0,1,1,160
7,-2,49,1.9,1281,-11.3,0,0,0,1,1,334
19,27.8,48,1.1,2000,15.7,0.08,0,0,4,1,1891
18,14.6,39,2.3,2000,0.7,0.11,0,0,4,1,2445
18,1.8,34,1.2,1518,-12.4,0,0,0,1,1,270
6,2.8,57,0.7,920,-4.8,0,0,0,2,1,261
8,20.7,65,1.5,1004,13.8,0.97,0,0,3,1,959
7,20.8,98,0.5,299,20.4,0.02,2,0,3,1,103
1,8.7,70,0.9,398,3.5,0,0,0,2,1,278
12,10.1,23,1.8,1745,-10.1,1.82,0,0,4,1,788
19,13.9,61,1.9,2000,6.4,0,0,0,4,1,1827
21,-2.3,38,2.3,2000,-14.7,0,0,0,1,1,133
17,22.7,96,4.9,452,22,0.07,13,0,4,1,23
5,16.1,78,0.4,2000,12.2,0,0,0,4,1,0
5,19.5,74,1.8,1421,14.7,0,0,0,4,1,137
8,-5.6,89,0.9,371,-7.1,0,0,2.2,1,1,423
9,18.8,59,1.6,1233,10.6,1.9,0,0,2,1,1277
0,-3.2,40,0.5,1358,-14.9,0,0,0,1,1,206
0,-1,73,2.3,881,-5.2,0,0,2.6,1,1,122
7,20.6,76,0.5,786,16.2,0.3,0,0,3,1,1590
1,16.2,71,0.9,2000,10.9,0,0,0,4,1,982
5,9.4,65,0.8,1659,3.1,0,0,0,4,1,202
19,-7.7,31,3.3,2000,-21.9,0,0,0,1,1,124
5,25.7,68,0.8,1395,19.3,0,0,0,3,1,281
13,25.8,78,2.8,2000,21.6,0.95,0,0,3,1,274
21,27.1,43,1.6,2000,13.4,0,0,0,3,1,2008
20,10.7,70,2.8,236,5.4,0,0,0,2,1,502
8,-9.7,65,0.8,1508,-15,0.02,0,0,1,1,507
18,5.9,68,3.4,543,0.4,0.38,0,0,2,1,1091
22,-4.2,57,1.7,2000,-11.4,0,0,0,1,1,200
21,23.7,64,1.7,1707,16.4,0,0,0,3,1,2435
21,27.9,69,1.9,1194,21.6,0,0,0,3,1,2273
1,23.9,51,0.9,2000,13.1,0,0,0,3,1,969
2,26.8,63,0.6,2000,19.1,0,0,0,3,1,587
3,-0.6,76,0.5,789,-4.3,0,0,0.7,1,1,99
20,-0.3,40,1.2,1936,-12.2,0,0,0,1,1,206
8,17.4,56,0.8,2000,8.5,0.49,0,0,4,1,644
18,0,46,0.9,1566,-4.8,0,0,0,4,1,1577
18,17.4,57,3.1,657,8.7,0.52,0,0,2,1,1935
18,-4.4,46,3.5,2000,-14.3,0.23,0,0,1,1,475
2,27.7,73,0.4,1832,22.4,0,0,0,3,1,511
22,6.5,85,2.3,167,4.1,0,0,0,2,1,460
18,23.4,63,3.6,1245,15.9,0.5,0,0,3,1,2479
17,33.1,59,2.9,1038,24,1.14,0,0,3,1,1394
21,19.4,55,0.8,2000,10.1,0,0,0,4,1,1502
7,28.6,71,0.6,1797,22.8,0.17,0,0,3,1,429
20,13.1,63,0.4,2000,6.2,0,0,0,4,1,1556
13,-0.9,84,1.2,333,-3.2,0.09,0,5,1,1,76
22,20.8,65,0.9,2000,13.9,0,0,0,4,1,1865
14,37.4,40,2.8,1519,21.5,2.03,0,0,3,1,575
18,3.6,62,1.4,389,-3,0.01,0,0,1,1,574
15,9.6,34,1.6,1806,-5.5,0.73,0,0,4,1,1047
16,-10.1,34,4.3,2000,-23,0.74,0,1,1,1,181
15,24.3,52,3,1447,13.8,2.55,0,0,2,1,1280
16,26.1,46,3,1728,13.5,1.55,0,0,3,1,1700
9,32.4,53,0.7,1264,21.5,1.69,0,0,3,1,853
10,3.9,28,0.6,1627,-12.9,0.49,0,0,4,1,595
7,27.7,75,1.2,1103,22.8,0.1,0,0,3,1,1175
10,15.8,89,1.8,742,13.9,0.18,1.5,0,4,1,33
18,16.2,41,1.4,1907,2.9,0.06,0,0,4,1,1618
18,36.7,47,2.5,1803,23.5,0.99,0,0,3,1,1881
1,19.6,75,2.1,392,15,0,0,0,2,1,413
4,5.6,55,0.4,1115,-2.7,0,0,0,2,1,106
15,2.7,31,0.9,1603,-12.7,0.43,0,0,1,1,368
0,26.7,80,1.4,1465,22.9,0,0,0,3,1,1041
13,34.3,54,2.2,1540,23.6,2.93,0,0,3,1,666
15,35.8,47,2.2,1029,22.7,1.51,0,0,3,1,735
14,15,49,2.8,518,4.3,1.53,0,0,4,1,0
15,-10.8,29,3.8,2000,-25.4,1.06,0,0.7,1,1,149
0,20.6,54,2.6,1737,0,0,0,0,2,1,841
22,9.6,41,0.5,1428,-3,0,0,0,2,1,1069
11,-4.5,36,3.2,1736,-17.3,0.77,0,0,1,1,267
18,17,53,3.1,1855,7.3,0.35,0,0,2,1,1839
19,10.5,49,1.2,1965,0.2,0,0,0,4,1,1561
19,27.2,48,1.4,1994,15.2,0.57,0,0,3,1,2475
9,18.1,33,1.1,512,1.5,1.61,0,0,2,1,647
6,4.4,61,1.7,2000,-2.4,0,0,0,2,1,222
7,-7,63,0.6,865,-12.8,0,0,0,1,1,285
10,-15.3,33,2.4,2000,-27.9,0.56,0,0.6,1,1,105
8,22.4,93,1.2,683,21.2,0.04,0,0,2,1,291
2,18.5,57,2.3,2000,9.8,0,0,0,4,1,692
9,21.3,63,2.7,1969,13.9,1.15,0,0,4,1,1194
5,24.6,88,1.5,1967,22.4,0,0.5,0,3,1,45
22,2.1,41,1,1859,-9.8,0,0,0,4,1,712
14,29.6,31,3.7,1988,10.6,3.25,0,0,3,1,1071
9,22.3,52,1.9,2000,11.9,1.43,0,0,4,1,1125
20,2.4,60,1.9,661,-4.5,0,0,0,1,1,417
20,12.7,59,1.2,1177,4.8,0,0,0,4,1,1077
9,18.3,58,1.4,1958,9.8,1.24,0,0,4,1,1076
1,7.3,64,0.3,1150,0.9,0,0,0,4,1,489
19,14.6,48,1.9,1998,3.6,0,0,0,4,1,1407
16,-5.4,29,3.6,1979,-20.6,1.4,0,0,1,1,181
7,-6.6,52,0.5,1555,-14.8,0,0,0,2,1,401
10,1.9,51,0.8,1029,-7.1,1.01,0,0,4,1,554
13,8.1,26,1.2,1422,-10.2,2.48,0,0,1,1,444
20,31.5,61,1.8,2000,23,0.07,0,0,3,1,2051
5,5,76,1.9,808,1.1,0,0,0,1,1,55
21,13.7,79,2,1035,10.1,0,0,0,2,1,982
10,13.8,65,1.1,475,7.3,1.06,0,0,4,1,735
15,19,21,3.3,1716,-3.8,2.88,0,0,2,1,1149
8,17.8,97,2,1284,17.3,0.09,4,0,4,1,127
7,11.4,0,1.4,2000,4.5,0.46,0,0,2,1,436
17,17.9,65,1.2,965,11.2,0.13,1,0,2,1,46
18,4.9,59,1.4,427,-2.4,0,0,0,1,1,592
15,23.9,37,2.6,1889,8.3,1.82,0,0,2,1,2019
9,11.7,32,0.8,1862,-4.4,1.6,0,0,2,1,1066
8,3.5,71,0.8,958,-1.2,0.06,0,0,4,1,1751
4,1.1,67,1.7,1506,-4.3,0,0,0,1,1,51
0,23.2,98,0.2,927,22.8,0,0.5,0,3,1,349
11,-0.5,21,1.3,1936,-20.2,0.94,0,0,1,1,360
18,33,51,2.4,1566,21.5,1.23,0,0,3,1,2640
4,0.5,39,1.6,2000,-11.8,0,0,0,4,1,121
13,19.8,88,0.9,1796,17.7,0.65,0,0,4,1,600
14,33.7,45,2.5,1843,20.1,3.23,0,0,3,1,691
12,21.5,44,2.1,1986,8.7,3.15,0,0,2,1,1135
15,24.1,48,2.7,419,12.3,2.47,0,0,2,1,1168
0,1.3,69,0.8,2000,-3.7,0,0,0,2,1,224
21,20.6,48,2.1,2000,9.1,0,0,0,4,1,1915
1,1.5,92,0.4,227,0.3,0,0,0.9,1,1,218
15,29.8,24,2.9,1939,7,3,0,0,3,1,1535
11,-4.8,70,1,1244,-9.4,0.21,0,0.6,1,1,133
8,13.7,57,1.4,2000,5.3,1.28,0,0,2,1,766
9,14.9,39,0.9,1354,1,1.56,0,0,2,1,716
2,25.7,84,0.1,1293,22.7,0,0,0,3,1,557
23,20.7,66,1.6,2000,14.1,0,0,0,3,1,766
15,35.4,46,2.2,1861,22,2.48,0,0,3,1,739
11,7.6,54,1.6,430,-1.1,2.06,0,0,2,1,425
9,12.2,51,0.7,1918,2.3,1.02,0,0,4,1,1166
1,22.5,80,0.6,2000,18.8,0,0,0,3,1,769
22,12.7,55,2,1775,3.8,0,0,0,2,1,1256
3,2.3,48,0.8,1448,-7.6,0,0,0,2,1,60
1,6.4,82,1.2,186,3.5,0,0,0,2,1,267
13,25.2,77,1.2,1951,20.8,1.06,0,0,3,1,1074
5,-3.1,67,0.6,1384,-8.3,0,0,0,1,1,58
5,24.5,97,0.5,229,23.9,0,0.5,0,3,1,76
15,5,16,2,1970,-18.8,1.42,0,0,1,1,440
7,17.8,76,0.5,1729,13.5,0.08,0,0,4,1,0
7,20.3,74,1.8,1372,15.5,0.07,0,0,4,1,1346
15,-9.7,32,3.6,2000,-23.3,1.04,0,1,1,1,181
15,8.6,88,3.2,1211,6.7,0.17,0,0,2,1,203
23,5,42,1.7,717,-6.8,0,0,0,2,1,422
2,8.4,45,0.9,1987,-2.8,0,0,0,2,1,237
18,14.5,54,1.3,1343,5.2,0.01,0,0,4,1,2357
13,-2.6,45,4,1663,-12.9,1.11,0,0.3,1,1,265
21,11.8,57,1.9,2000,3.5,0,0,0,2,1,1256
17,15.3,63,1.2,260,8.2,0.23,0,0,4,1,0
1,19.8,59,1.3,2000,11.5,0,0,0,3,1,555
17,27.7,33,1.1,2000,9.9,1.21,0,0,4,1,2201
9,-9.8,33,2,1997,-23,0.17,0,0,1,1,279
2,2.8,87,1.1,321,0.8,0,0,0.3,4,1,175
16,6.1,65,1.5,1465,0,0.21,0,0,2,1,137
18,33.9,53,3.2,1886,22.9,0.94,0,0,3,1,2405
16,18.3,16,1,2000,-7.9,0.7,0,0,2,1,1270
18,27,55,3.1,1246,17.1,1.26,0,0,3,1,3384
21,23.3,71,1.3,1145,17.7,0,0,0,3,1,2200
0,3.3,85,1.1,351,1,0,0,0.3,4,1,387
17,3.8,64,0.9,250,-2.3,0.01,0,0,1,1,183
15,17.8,77,1.6,2000,13.7,1.13,0,0,2,1,770
4,23.2,83,1.6,1102,20.1,0,0,0,3,1,170
22,22.4,54,2.5,1778,12.6,0,0,0,3,1,2237
13,15.8,36,1.5,1888,0.7,2.59,0,0,4,1,1110
5,-11.6,45,2.4,2000,-21.1,0,0,0,1,1,37
5,23.4,63,0.3,2000,15.9,0,0,0,3,1,223
13,21.8,97,2.4,682,21.2,0.06,35,0,2,1,151
14,7.9,27,1,1985,-9.9,0.75,0,0,2,1,777
11,4.5,82,2,1226,1.6,0.73,0,0,2,1,290
19,1.6,35,1,1419,-12.2,0,0,0,1,1,246
17,18.8,24,2.1,2000,-2.2,0.63,0,0,4,1,1883
19,1.1,68,4.4,695,-4.1,0,0,0,1,1,132
10,4.8,54,1.3,1921,-3.7,0.78,0,0,2,1,361
6,23.3,83,0.2,875,20.2,0.02,0,0,3,1,672
10,21.1,73,1.2,1957,16,0.4,0,0,3,1,217
18,16.6,40,2.4,2000,2.9,0.11,0,0,4,1,2631
9,-3.5,30,1.5,1980,-18.6,0,0,0,1,1,112
13,36.8,44,1.8,1625,22.5,1.79,0,0,3,1,585
3,3.5,86,1.4,281,1.3,0,0,0,4,1,183
21,15.3,73,2.3,2000,10.4,0,0,0,2,1,1263
20,-1.9,86,0.9,700,-3.9,0,0,2.4,1,1,165
19,13.8,81,1.5,760,10.5,0,0,0,4,1,1176
10,22.7,45,1.5,2000,10.1,2.08,0,0,4,1,923
14,17.4,50,2.4,336,6.8,1.52,0,0,4,1,0
10,0.4,97,1.8,207,0,0,0,8.8,4,1,62
0,20.7,67,1.9,885,14.3,0,0,0,3,1,1137
21,4.6,44,1.1,1859,-6.6,0,0,0,4,1,838
16,3.2,16,3,2000,-20.2,1.45,0,0,1,1,273
18,0.7,46,2.7,1558,-9.6,0,0,0,1,1,795
22,-5.8,57,3.2,1980,-12.9,0,0,0,1,1,103
11,-7,28,3.3,1829,-22.4,1.56,0,0,1,1,176
17,26.3,31,1,2000,7.8,1.03,0,0,4,1,2432
4,-7.2,34,3,2000,-20.4,0,0,0,1,1,42
12,7.6,58,2.4,2000,-0.1,1.85,0,0,2,1,438
9,3.9,64,2.9,1483,-2.3,0.18,0,0,1,1,326
20,15.6,81,2.3,827,12.3,0.02,0,0,2,1,1714
10,15.7,58,1.3,1980,7.4,0.69,0,0,2,1,552
0,-5.9,50,0.6,2000,-14.6,0,0,0,1,1,151
6,24,81,0.9,1271,20.5,0.02,0,0,3,1,713
17,2.9,85,1.6,1000,0.6,0.2,0,3.5,4,1,435
2,-15.6,33,2.2,2000,-28.2,0,0,0.5,1,1,54
13,26.5,58,2.8,2000,17.5,2.87,0,0,4,1,997
2,5.4,66,0.6,623,-0.4,0,0,0,2,1,161
1,22.7,87,0.5,1072,20.4,0,0,0,3,1,740
11,-3.1,39,1.2,1495,-15.1,1.54,0,0,1,1,217
22,15.8,83,5.4,691,12.9,0,1.5,0,2,1,75
7,6.4,51,0.3,1963,-3,0.27,0,0,2,1,1123
16,22.6,63,3.1,551,15.1,0.88,0,0,2,1,1759
11,21.9,55,1.4,1820,12.4,1.87,0,0,2,1,1438
1,29.9,70,1,2000,23.8,0,0,0,3,1,724
10,-10.5,45,3.3,1855,-20.1,0.6,0,0,1,1,184
11,-4.5,29,1.3,1912,-19.8,0.79,0,0,1,1,220
11,24.8,34,0.9,1439,7.8,2.92,0,0,2,1,1164
19,32.1,60,2.3,1987,23.3,0.25,0,0,3,1,2036
17,33.7,48,2.3,2000,21.1,0.41,0,0,3,1,1156
15,1.5,34,2.8,1776,-12.6,0.84,0,0,1,1,333
12,35.5,39,1.9,1803,19.4,3.05,0,0,3,1,560
8,-6,38,3.6,1994,-18,0.01,0,0,1,1,653
19,31.2,62,2.1,1852,23,0.63,0,0,3,1,1847
1,-3.6,35,2,1943,-16.8,0,0,0,1,1,77
11,11.4,46,0.8,876,0.1,1.57,0,0,4,1,789
5,6,63,0.5,1984,-0.5,0,0,0,2,1,148
7,17.6,0,1.4,1219,8.7,0.34,0,0,2,1,341
12,33.7,53,1.9,990,22.7,2.5,0,0,3,1,714
14,12.3,16,2.5,1797,-12.8,1.69,0,0,4,1,790
6,3.8,69,0,1995,-1.3,0,0,0,4,1,419
5,6.6,73,1.1,2000,2,0,0,0,4,1,197
23,4.2,34,1.7,1476,-10.3,0,0,0,2,1,288
22,2.8,60,0.6,829,-4.2,0,0,0,1,1,196
19,21.7,38,2.1,1857,6.7,0.27,0,0,2,1,2207
7,21.1,81,1,1738,17.7,0.14,0,0,4,1,511
18,27.8,43,3,1933,14,1.35,0,0,3,1,3418
4,9.7,29,1.8,2000,-7.5,0,0,0,2,1,112
9,4.6,94,0.9,90,3.7,0,6.4,0,1,1,3
6,3.8,83,0.7,337,1.1,0,0,0,4,1,317
14,12.8,47,1.2,648,1.7,1.59,0,0,4,1,796
17,0.3,26,2.4,1977,-17,0.45,0,0,1,1,341
7,5.8,83,1.1,733,3.1,0.15,0,0,2,1,223
5,20.7,77,0.9,2000,16.5,0,0,0,4,1,249
6,18.6,61,0.8,2000,10.9,0.03,0,0,3,1,807
11,32.4,54,1.9,1962,21.8,0.96,0,0,3,1,636
9,11.7,77,0.8,394,7.7,0.25,0,0,4,1,1026
2,-5.7,72,1.2,1925,-9.9,0,0,0.8,1,1,63
11,32.7,55,2.7,1836,22.4,2.44,0,0,3,1,624
16,36.6,39,0.7,2000,20.3,0.44,0,0,3,1,877
19,-8.2,43,1.1,2000,-18.5,0,0,0,1,1,350
17,19.3,49,2.8,966,8.3,0.55,0,0,4,1,1773
19,12.6,59,2.5,384,4.7,0.08,0,0,2,1,571
12,3.2,64,0.8,258,-2.9,0.47,0,0,1,1,274
15,24.6,38,2.1,1478,9.3,1.85,0,0,2,1,2191
23,28.6,74,0.7,1807,23.5,0,0,0,3,1,1039
10,17.3,53,0.7,1406,7.6,1.83,0,0,4,1,1113
8,20.7,55,1.5,2000,11.3,1.23,0,0,3,1,2375
3,11.3,66,1,1506,5.1,0,0,0,2,1,239
23,-4.4,58,2.4,2000,-11.4,0,0,0,1,1,140
15,3,27,2.9,1715,-14.2,0.78,0,0,1,1,344
16,23.6,31,1.1,2000,5.4,1.37,0,0,4,1,1636
3,19.7,70,0.5,2000,14,0,0,0,4,1,0
13,35.3,41,2.1,1925,20,3.1,0,0,3,1,727
14,16.5,32,1.4,1841,-0.2,2.43,0,0,4,1,1187
15,25.9,39,1.4,1836,10.8,0.9,0,0,4,1,0
4,15.6,0,0.5,1502,10.5,0,0,0,2,1,248
18,21.6,48,2.5,1884,10.1,0.61,0,0,2,1,3069
8,-5.3,53,1.1,1411,-13.4,0,0,0,1,1,122
5,11.3,64,1.2,1634,4.7,0,0,0,2,1,205
22,7.6,55,1.7,1694,-0.8,0,0,0,4,1,1023
12,-3.4,32,3.1,1706,-17.7,1.02,0,0,1,1,297
1,11.5,77,2,593,7.6,0,0,0,2,1,502
6,10.6,81,0,1798,7.4,0,0,0,4,1,0
15,23.4,35,1.4,2000,7,1.39,0,0,4,1,1404
1,6.9,86,0.7,533,4.7,0,0,0,4,1,159
10,-6.9,21,3.4,1827,-25.6,1.16,0,0,1,1,130
15,6.7,48,0.8,817,-3.5,0.39,0,0,1,1,402
3,25.4,50,1.1,870,14.2,0,0,0,3,1,353
3,1.9,91,1.4,218,0.5,0,0,0.9,1,1,102
10,5.2,73,1,668,0.7,2.08,0,0,2,1,506
20,3,61,1.9,842,-3.8,0,0,0,1,1,308
13,6.1,61,2.3,534,-0.8,0.91,0,0,1,1,309
16,34.5,37,1.9,2000,17.6,2.36,0,0,3,1,902
18,31.8,63,4,1849,23.8,0.81,0,0,3,1,1247
15,3.9,33,1.8,1293,-10.9,0.39,0,0,1,1,318
16,19.5,66,1.7,2000,12.9,1.71,0,0,2,1,1482
23,5.8,74,2.5,832,1.5,0,0,0,1,1,249
14,3.3,73,0.4,744,-1,0.11,0,0,1,1,249
21,4.7,81,1,437,1.7,0,0,0.4,4,1,546
18,29.3,25,2.4,1973,7.2,1.23,0,0,3,1,2349
3,7.6,78,0.7,1614,4,0,0,0,4,1,374
20,18.2,65,1.8,1563,11.5,0,0,0,2,1,1517
23,22.9,34,1.1,1810,6.1,0,0,0,3,1,1648
21,8,47,3.3,2000,-2.6,0,0,0,2,1,731
22,19.8,51,1.2,2000,9.3,0,0,0,4,1,1796
21,9.3,54,1.1,1975,0.4,0,0,0,4,1,1197
22,21.2,81,1,1808,17.8,0,1.3,0,3,1,764
8,20.6,55,0.7,1200,11.2,1.21,0,0,3,1,2149
21,-7.1,39,3.2,2000,-18.7,0,0,0,1,1,159
5,-4.3,91,1.5,233,-5.5,0,0,2.2,1,1,49
10,10,49,1.2,1411,-0.2,1.4,0,0,4,1,751
0,5.2,83,1.5,733,2.5,0,0.5,0,2,1,49
13,34.7,43,1.3,2000,20.2,2.05,0,0,3,1,688
14,28.3,67,3,1242,21.5,1.73,0,0,3,1,933
20,-2.1,49,1.7,2000,-11.4,0,0,0,1,1,181
21,-7.3,34,3.5,2000,-20.5,0,0,0,1,1,106
18,30.8,60,2.5,1793,22.1,1.43,0,0,3,1,2884
2,27.6,78,0.1,1289,23.4,0,0,0,3,1,498
12,14.1,59,3.9,1870,6.1,1.12,0,0,2,1,871
4,18.3,72,1.7,2000,13.1,0,0,0,3,1,174
11,35.7,42,1.6,1727,20.7,2.56,0,0,3,1,575
10,7.4,35,3.5,1990,-7,1.81,0,0,2,1,418
3,-2.3,52,3.4,1947,-10.8,0,0,0,1,1,100
18,34.4,53,3.3,1650,23.4,0.8,0,0,3,1,1920
15,2.2,85,1.3,2000,0,0.41,0.5,0,2,1,184
22,21.8,72,1,1952,16.5,0,0,0,3,1,1737
8,7.5,72,1.1,697,2.7,0.34,0,0,4,1,556
17,11.8,43,1.8,1685,-0.3,0.34,0,0,4,1,1472
9,15.9,72,0.5,1835,10.8,0.67,0,0,2,1,737
10,21.8,46,0.9,1927,9.6,2.46,0,0,3,1,1166
7,5.2,78,0.3,1182,1.6,0,0,0,4,1,1047
8,21.9,58,1.2,771,13.2,1.29,0,0,3,1,2283
2,15.5,65,1.3,1953,8.9,0,0,0,2,1,287
20,13.9,77,1.5,1010,9.9,0,0,0,2,1,986
13,24.9,40,1.4,2000,10.3,2.75,0,0,4,1,1752
5,-2.4,33,3.1,2000,-16.5,0,0,0,1,1,32
10,14.6,43,0.7,1339,2.1,1.35,0,0,4,1,817
9,6.5,40,2.5,588,-6.1,0.69,0,0,2,1,456
8,-6.2,45,0.4,1600,-16.2,0.17,0,0,2,1,617
1,5,53,1.4,557,-3.8,0,0,0,1,1,229
0,5.9,56,1.1,1019,-2.2,0,0,0,2,1,407
6,8.5,83,0.7,409,5.7,0,0,0,4,1,0
13,2.9,14,3.3,2000,-22,2.14,0,0,1,1,299
20,-7.4,41,3.8,2000,-18.4,0,0,0,1,1,197
2,-0.3,44,1.7,1295,-11.1,0,0,0,1,1,140
8,15.7,65,1.2,2000,9.1,0.54,0,0,4,1,848
0,5.3,81,1.7,1993,2.2,0,0,0,4,1,434
22,30.3,60,1.8,2000,21.6,0,0,0,3,1,1697
16,19.7,58,3.7,1302,11.1,0.78,0,0,2,1,1173
10,21.9,62,1.7,1664,14.2,1.36,0,0,3,1,1002
8,14.4,51,2.3,1907,4.3,0.92,0,0,2,1,579
18,1.5,70,2.5,638,-3.3,0,0,0,1,1,316
21,16.4,52,1.5,1273,6.5,0,0,0,2,1,1644
5,11.5,80,0.9,974,8.1,0,0,0,2,1,0
14,23.4,35,1.6,1972,7,2.51,0,0,4,1,1995
4,1.3,48,0.5,2000,-8.5,0,0,0,4,1,119
2,20.1,65,1,1435,13.3,0,0,0,3,1,792
8,-0.4,69,0.5,904,-5.4,0,0,0.7,1,1,544
14,17.1,39,2,781,3,1.85,0,0,4,1,1113
15,-2.5,29,1.1,1667,-18.1,0.48,0,0,1,1,301
15,13.3,97,0.8,194,12.8,0.12,3,0,2,1,17
16,6.3,35,2.9,1117,-8,1.1,0,0,1,1,403
13,32.6,47,2.7,1641,19.8,3.36,0,0,3,1,798
20,29.3,58,2.4,2000,20.1,0.09,0,0,3,1,2362
20,-9.3,49,3.8,2000,-18,0,0,0,1,1,254
16,9.7,43,2.7,1012,-2.2,0.37,0,0,4,1,968
9,-8.5,55,1,1482,-15.9,0.4,0,0,1,1,270
9,30.2,66,1.4,1131,23.1,1.48,0,0,3,1,920
23,8.7,91,2.9,957,7.3,0,0,0,2,1,9
3,15.5,63,0.3,2000,8.4,0,0,0,4,1,216
0,16.4,72,0.8,1046,11.3,0,0,0,2,1,712
18,-2.6,40,0,2000,-14.4,0,0,0,1,1,789
8,15.2,50,1.6,1530,4.8,1.1,0,0,2,1,2081
18,9.9,74,2.6,492,5.4,0,0,0,4,1,1956
13,28,52,2.3,1642,17.2,1.85,0,0,4,1,1049
21,25.3,55,1.4,2000,15.6,0,0,0,3,1,2055
8,-1.2,33,0.5,2000,-15.4,0.04,0,0,4,1,1671
2,-3.4,82,4.2,184,-6,0,0,0,1,1,123
15,28.1,43,5.1,1929,14.3,2.65,0,0,4,1,1131
22,13,45,1.6,1713,1.3,0,0,0,2,1,1165
4,22.3,96,0,278,21.6,0,0.1,0,3,1,123
14,19.7,64,2.9,929,12.6,1.99,0,0,2,1,2055
21,17.8,66,1.1,2000,11.3,0,0,0,4,1,0
2,-16,42,1.3,2000,-25.9,0,0,0.7,1,1,60
0,16.1,54,1.3,1052,6.7,0,0,0,2,1,862
20,-2.4,36,1,2000,-15.4,0,0,0,1,1,263
4,-1.1,43,0.7,1558,-12.1,0,0,0,1,1,52
16,24.5,34,1.5,2000,7.5,2.54,0,0,2,1,2479
16,3.3,38,3.8,1921,-9.6,1.33,0,0,1,1,189
4,-5.9,61,1.1,1260,-12.2,0,0,0,1,1,61
